Newcastle City Council Invoices over £250 paid in February 2016,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837755,Revenue,1MK40,Direct Payments LD,552.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837756,Revenue,1MD66,CWD Care Packages,301.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837850,Revenue,1MK40,Direct Payments LD,485.04,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837840,Revenue,1MG40,Direct Payments OP,"1,460.64",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837741,Revenue,1MK40,Direct Payments LD,"3,811.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837906,Revenue,1MK40,Direct Payments LD,"2,516.04",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837817,Revenue,1MH40,Direct Payments PD,723.20,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837603,Revenue,1MH40,Direct Payments PD,"13,833.60",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838081,Revenue,1MG40,Direct Payments OP,"1,511.44",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838156,Revenue,1MK40,Direct Payments LD,"3,128.52",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837613,Revenue,1MD66,CWD Care Packages,633.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837796,Revenue,1MK40,Direct Payments LD,667.08,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837786,Revenue,1MK40,Direct Payments LD,"1,076.08",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837580,Revenue,1MK40,Direct Payments LD,"7,588.60",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837855,Revenue,1MK40,Direct Payments LD,299.84,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837572,Revenue,1MH40,Direct Payments PD,"3,365.28",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837572,Revenue,1MK40,Direct Payments LD,"1,682.64",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837660,Revenue,1MK40,Direct Payments LD,"1,354.36",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837636,Revenue,1MK40,Direct Payments LD,"8,379.28",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837853,Revenue,1MK40,Direct Payments LD,545.16,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837663,Revenue,1MK40,Direct Payments LD,"5,014.16",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837803,Revenue,1MG43,Carers Support Payments OP,300.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837670,Revenue,1MG40,Direct Payments OP,"1,754.80",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838207,Revenue,1MD66,CWD Care Packages,456.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837717,Revenue,1MD66,CWD Care Packages,580.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838062,Revenue,1MK40,Direct Payments LD,689.72,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838090,Revenue,1MD66,CWD Care Packages,267.64,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838074,Revenue,1MH40,Direct Payments PD,"2,739.04",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837664,Revenue,1MD66,CWD Care Packages,991.48,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837674,Revenue,1MK40,Direct Payments LD,495.21,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838112,Revenue,1MM40,Direct Payments MH,"2,737.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838098,Revenue,1MK40,Direct Payments LD,690.40,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838110,Revenue,1MG43,Carers Support Payments OP,925.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838250,Revenue,1MH40,Direct Payments PD,377.52,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837996,Revenue,1MG43,Carers Support Payments OP,"1,000.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837858,Revenue,1MD66,CWD Care Packages,307.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837734,Revenue,1MH40,Direct Payments PD,837.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838226,Revenue,1MG40,Direct Payments OP,"1,607.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838198,Revenue,1MH40,Direct Payments PD,275.88,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837601,Revenue,1MK40,Direct Payments LD,770.24,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837641,Revenue,1MD66,CWD Care Packages,"1,038.48",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838105,Revenue,1MG43,Carers Support Payments OP,"1,975.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838227,Revenue,1MH43,Carers Support Payments PD,"1,200.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837808,Revenue,1MH40,Direct Payments PD,289.08,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837592,Revenue,1MK40,Direct Payments LD,"1,263.52",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837993,Revenue,1MK40,Direct Payments LD,"9,612.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837656,Revenue,1MK40,Direct Payments LD,"1,217.68",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837586,Revenue,1MH40,Direct Payments PD,"1,624.08",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837963,Revenue,1MG43,Carers Support Payments OP,"1,025.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837690,Revenue,1MK40,Direct Payments LD,704.16,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837926,Revenue,1MD66,CWD Care Packages,461.56,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838055,Revenue,1MK40,Direct Payments LD,800.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837610,Revenue,1MK40,Direct Payments LD,490.40,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837890,Revenue,1MM43,Carers Support Payments MH,600.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838032,Revenue,1MK40,Direct Payments LD,"1,932.08",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837937,Revenue,1MG43,Carers Support Payments OP,400.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837972,Revenue,1MM43,Carers Support Payments MH,"1,525.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837624,Revenue,1MK40,Direct Payments LD,"2,515.52",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837569,Revenue,1MK40,Direct Payments LD,"2,144.96",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837854,Revenue,1MK40,Direct Payments LD,428.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837608,Revenue,1MG43,Carers Support Payments OP,300.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837705,Revenue,1MK40,Direct Payments LD,281.16,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838249,Revenue,1MD66,CWD Care Packages,479.44,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838045,Revenue,1MD66,CWD Care Packages,350.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837640,Revenue,1MH40,Direct Payments PD,684.80,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837631,Revenue,1MK40,Direct Payments LD,"5,852.04",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838145,Revenue,1MG43,Carers Support Payments OP,"1,125.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837680,Revenue,1MD66,CWD Care Packages,922.16,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838169,Revenue,1MK40,Direct Payments LD,"1,096.52",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837684,Revenue,1MD66,CWD Care Packages,653.84,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838212,Revenue,1MK40,Direct Payments LD,"2,814.76",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838115,Revenue,1MG43,Carers Support Payments OP,400.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838111,Revenue,1MM43,Carers Support Payments MH,"1,125.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837749,Revenue,1MK40,Direct Payments LD,383.80,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837758,Revenue,1MG40,Direct Payments OP,483.40,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837986,Revenue,1MG43,Carers Support Payments OP,"1,525.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838059,Revenue,1MH40,Direct Payments PD,"2,075.84",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838082,Revenue,1MH40,Direct Payments PD,"7,202.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837713,Revenue,1MK40,Direct Payments LD,317.68,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838177,Revenue,1MG43,Carers Support Payments OP,"1,850.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838076,Revenue,1MG40,Direct Payments OP,602.32,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838024,Revenue,1MG40,Direct Payments OP,802.96,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837574,Revenue,1MK40,Direct Payments LD,256.80,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837567,Revenue,1MH40,Direct Payments PD,621.92,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837673,Revenue,1MK40,Direct Payments LD,636.68,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837804,Revenue,1MG43,Carers Support Payments OP,"1,450.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837800,Revenue,1MK40,Direct Payments LD,379.72,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837718,Revenue,1MK40,Direct Payments LD,"3,705.60",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837754,Revenue,1MK40,Direct Payments LD,572.60,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837604,Revenue,1MH40,Direct Payments PD,723.20,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837959,Revenue,1MD66,CWD Care Packages,373.24,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838208,Revenue,1MG43,Carers Support Payments OP,900.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837697,Revenue,1MD66,CWD Care Packages,664.48,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837954,Revenue,1MK40,Direct Payments LD,384.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838152,Revenue,1MG43,Carers Support Payments OP,"1,125.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6837639,Revenue,1MD66,CWD Care Packages,312.32,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838073,Revenue,1MK40,Direct Payments LD,333.76,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,Redacted Personal Data,6838017,Revenue,1MG40,Direct Payments OP,598.00,
