Newcastle City Council Invoices over £250 paid in January 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810452,Revenue,1MH40,Direct Payments PD,"6,076.84"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810608,Revenue,1MK40,Direct Payments LD,"1,151.52"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810708,Revenue,1MK40,Direct Payments LD,471.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810847,Revenue,1MD66,CWD Care Packages,265.12
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810880,Revenue,1MD66,CWD Care Packages,333.44
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810887,Revenue,1MK40,Direct Payments LD,920.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810699,Revenue,1MH40,Direct Payments PD,400.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810993,Revenue,1MK40,Direct Payments LD,552.76
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810619,Revenue,1MH40,Direct Payments PD,684.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810477,Revenue,1MK40,Direct Payments LD,874.48
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810466,Revenue,1MD66,CWD Care Packages,891.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810400,Revenue,1MH40,Direct Payments PD,"1,841.52"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810620,Revenue,1MK40,Direct Payments LD,494.32
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810502,Revenue,1MK40,Direct Payments LD,"4,536.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810575,Revenue,1MK40,Direct Payments LD,539.92
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810382,Revenue,1MK40,Direct Payments LD,352.24
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810412,Revenue,1MK40,Direct Payments LD,275.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810448,Revenue,1MD66,CWD Care Packages,267.48
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810764,Revenue,1MD66,CWD Care Packages,363.52
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810876,Revenue,1MG40,Direct Payments OP,"1,937.32"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810803,Revenue,1MG40,Direct Payments OP,348.24
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810735,Revenue,1MG40,Direct Payments OP,980.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810756,Revenue,1MG40,Direct Payments OP,858.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810829,Revenue,1MK40,Direct Payments LD,672.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810772,Revenue,1MK40,Direct Payments LD,882.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810999,Revenue,1MK40,Direct Payments LD,303.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810429,Revenue,1MK40,Direct Payments LD,"1,040.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810528,Revenue,1MK40,Direct Payments LD,"1,498.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810433,Revenue,1MH40,Direct Payments PD,385.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811104,Revenue,1MH43,Carers Support Payments PD,"1,250.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810845,Revenue,1MG40,Direct Payments OP,266.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810647,Revenue,1MH40,Direct Payments PD,533.76
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810642,Revenue,1MD66,CWD Care Packages,500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810423,Revenue,1MK40,Direct Payments LD,456.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810682,Revenue,1MD66,CWD Care Packages,461.56
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810546,Revenue,1MK40,Direct Payments LD,"1,662.86"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810564,Revenue,1MD66,CWD Care Packages,256.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810501,Revenue,1MH40,Direct Payments PD,"1,882.44"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810501,Revenue,1MK40,Direct Payments LD,"3,117.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810389,Revenue,1MK40,Direct Payments LD,"2,739.20"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810403,Revenue,1MK40,Direct Payments LD,"4,257.92"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810493,Revenue,1MM40,Direct Payments MH,406.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810875,Revenue,1MG40,Direct Payments OP,254.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810821,Revenue,1MG43,Carers Support Payments OP,700.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810907,Revenue,1MG40,Direct Payments OP,614.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810494,Revenue,1MH40,Direct Payments PD,804.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811120,Revenue,1MH43,Carers Support Payments PD,925.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810480,Revenue,1MK40,Direct Payments LD,513.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810381,Revenue,1MD66,CWD Care Packages,769.24
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810434,Revenue,1MK40,Direct Payments LD,"3,365.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810373,Revenue,1MH40,Direct Payments PD,580.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810565,Revenue,1MK40,Direct Payments LD,960.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810578,Revenue,1MK40,Direct Payments LD,462.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810531,Revenue,1MK40,Direct Payments LD,428.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810420,Revenue,1MK40,Direct Payments LD,528.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810770,Revenue,1MG40,Direct Payments OP,"8,666.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811118,Revenue,1MH43,Carers Support Payments PD,725.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810903,Revenue,1MG40,Direct Payments OP,"2,184.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810980,Revenue,1MG40,Direct Payments OP,"1,012.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811113,Revenue,1MG43,Carers Support Payments OP,925.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810521,Revenue,1MH40,Direct Payments PD,"3,851.24"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810635,Revenue,1MG40,Direct Payments OP,352.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810617,Revenue,1MG40,Direct Payments OP,396.88
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810504,Revenue,1MD66,CWD Care Packages,285.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810567,Revenue,1MG40,Direct Payments OP,867.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810371,Revenue,1MH40,Direct Payments PD,"6,964.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810505,Revenue,1MK40,Direct Payments LD,415.52
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810692,Revenue,1MH40,Direct Payments PD,"1,806.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810878,Revenue,1MG40,Direct Payments OP,467.04
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810554,Revenue,1MD66,CWD Care Packages,583.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810726,Revenue,1MK40,Direct Payments LD,"1,463.60"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810724,Revenue,1MH40,Direct Payments PD,"1,582.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811021,Revenue,1MH40,Direct Payments PD,370.04
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810435,Revenue,1MH40,Direct Payments PD,273.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810401,Revenue,1MK40,Direct Payments LD,307.72
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810811,Revenue,1MG43,Carers Support Payments OP,725.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811017,Revenue,1MH40,Direct Payments PD,270.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810557,Revenue,1MK40,Direct Payments LD,"2,409.42"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810558,Revenue,1MD66,CWD Care Packages,301.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811010,Revenue,1MK40,Direct Payments LD,485.04
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810998,Revenue,1MG40,Direct Payments OP,"1,460.64"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810541,Revenue,1MK40,Direct Payments LD,"4,048.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810650,Revenue,1MK40,Direct Payments LD,"2,516.04"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810976,Revenue,1MH40,Direct Payments PD,723.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810786,Revenue,1MG43,Carers Support Payments OP,500.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810397,Revenue,1MH40,Direct Payments PD,"6,916.80"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810919,Revenue,1MG40,Direct Payments OP,"1,560.88"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811126,Revenue,1MK40,Direct Payments LD,"3,128.52"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810405,Revenue,1MD66,CWD Care Packages,633.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810599,Revenue,1MK40,Direct Payments LD,721.16
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810589,Revenue,1MK40,Direct Payments LD,"1,165.40"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810374,Revenue,1MK40,Direct Payments LD,"7,792.20"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811015,Revenue,1MK40,Direct Payments LD,379.36
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810366,Revenue,1MH40,Direct Payments PD,"1,679.04"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810366,Revenue,1MK40,Direct Payments LD,649.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810450,Revenue,1MK40,Direct Payments LD,"1,369.60"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810427,Revenue,1MK40,Direct Payments LD,"8,379.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6811013,Revenue,1MK40,Direct Payments LD,818.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810461,Revenue,1MK40,Direct Payments LD,"5,014.16"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,26/01/2016,Redacted Personal Data,6810468,Revenue,1MG40,Direct Payments OP,"1,754.80"
